1.764954664810835794e-01,1.764954664810835794e-01,-1.401654006778409178e-01,-1.401654006778409178e-01
2.179577798774079422e-01,1.374524851177911788e-01,-1.143065785610864887e-01,-1.649267684841013160e-01
2.623131334807949355e-01,1.004975400508043570e-01,-8.730586178068197589e-02,-1.886399602175355128e-01
3.102833066406421314e-01,6.538749929093895519e-02,-5.913878101808606874e-02,-2.113537399768272151e-01
3.630710735344774842e-01,3.193696073801020191e-02,-2.984720356309670392e-02,-2.331144976845213879e-01
4.229798236561052582e-01,0.000000000000000000e+00,3.237822140144701517e-04,-2.539657292267143429e-01
1.126453362448619905e-01,1.126453362448619905e-01,-9.008406067457441768e-02,-9.008406067457441768e-02
1.382452492239321373e-01,8.812069841033720596e-02,-7.358330859878799146e-02,-1.058002725321892240e-01
1.649643249319625304e-01,6.463080310740673684e-02,-5.626510463655599870e-02,-1.207636491654623806e-01
1.928508148297382596e-01,4.213771824469621230e-02,-3.809517989729715309e-02,-1.350048057805149082e-01
2.219586925411493883e-01,2.060554629731743345e-02,-1.903771774948703061e-02,-1.485533569146376132e-01
2.523495014285818683e-01,0.000000000000000000e+00,9.448826321895825546e-04,-1.614379829986413717e-01
7.206080373295398189e-02,7.206080373295398189e-02,-5.270111821564914950e-02,-5.270111821564914950e-02
8.914877157306479172e-02,5.590572987365450414e-02,-4.345316938860654260e-02,-6.132988420947257241e-02
1.071980881994078066e-01,4.065372085982218997e-02,-3.355323814943513699e-02,-6.937179483969264926e-02
1.262357467452502047e-01,2.627369751852742449e-02,-2.296816139654914157e-02,-7.685859646123698041e-02
1.462872337605020667e-01,1.273348623789616503e-02,-1.166451760508993053e-02,-8.382134765934011467e-02
1.673765322306197123e-01,0.000000000000000000e+00,3.912749303559506938e-04,-9.029031739759049713e-02
4.603828980132702864e-02,4.603828980132702864e-02,-2.747848115802046728e-02,-2.747848115802046728e-02
5.804710438575655385e-02,3.502612064130528058e-02,-2.308817026786001703e-02,-3.137997176394587140e-02
7.109272195460678012e-02,2.496610350129086983e-02,-1.816379931207972448e-02,-3.483640647202902035e-02
8.521064730723161562e-02,1.580988394309191733e-02,-1.264275540074303456e-02,-3.788971966803540703e-02
1.004315682950881750e-01,7.505872305607232467e-03,-6.510835692584476288e-03,-4.057970936996108807e-02
1.167813300092819112e-01,0.000000000000000000e+00,2.955949804124153582e-04,-4.294378766939526554e-02
